# TYPE: validation-run
# SEED: 20260915
# PI: 0.6 (estimation_trade cases only)
# DGP: dP_t = c1*Q_t + c2*Q_{t-1} + c3*Q_{t-2}; c1=0.01 c2=-0.004 c3=0.0007; signs Markov chain pi=0.6
# P_1 = P0 + c1*Q_1 anchor; regression uses t>=2
case_type,name,t,P,Q,spread,alpha,beta
estimation_trade,hs3,534,99.7435000000,-1,,,
estimation_trade,hs3,535,99.7568000000,1,,,
estimation_trade,hs3,536,99.7421000000,-1,,,
estimation_trade,hs3,537,99.7568000000,1,,,
estimation_trade,hs3,538,99.7621000000,1,,,
estimation_trade,hs3,539,99.7488000000,-1,,,
estimation_trade,hs3,540,99.7435000000,-1,,,
estimation_trade,hs3,541,99.7368000000,-1,,,
estimation_trade,hs3,542,99.7301000000,-1,,,
estimation_trade,hs3,543,99.7434000000,1,,,
estimation_trade,hs3,544,99.7487000000,1,,,
estimation_trade,hs3,545,99.7354000000,-1,,,
estimation_trade,hs3,546,99.7501000000,1,,,
estimation_trade,hs3,547,99.7354000000,-1,,,
estimation_trade,hs3,548,99.7501000000,1,,,
estimation_trade,hs3,549,99.7554000000,1,,,
estimation_trade,hs3,550,99.7421000000,-1,,,
estimation_trade,hs3,551,99.7368000000,-1,,,
estimation_trade,hs3,552,99.7501000000,1,,,
estimation_trade,hs3,553,99.7354000000,-1,,,
estimation_trade,hs3,554,99.7501000000,1,,,
estimation_trade,hs3,555,99.7554000000,1,,,
estimation_trade,hs3,556,99.7421000000,-1,,,
estimation_trade,hs3,557,99.7568000000,1,,,
estimation_trade,hs3,558,99.7621000000,1,,,
estimation_trade,hs3,559,99.7688000000,1,,,
estimation_trade,hs3,560,99.7755000000,1,,,
estimation_trade,hs3,561,99.7622000000,-1,,,
estimation_trade,hs3,562,99.7569000000,-1,,,
estimation_trade,hs3,563,99.7702000000,1,,,
estimation_trade,hs3,564,99.7555000000,-1,,,
estimation_trade,hs3,565,99.7502000000,-1,,,
estimation_trade,hs3,566,99.7435000000,-1,,,
estimation_trade,hs3,567,99.7568000000,1,,,
estimation_trade,hs3,568,99.7421000000,-1,,,
estimation_trade,hs3,569,99.7368000000,-1,,,
estimation_trade,hs3,570,99.7501000000,1,,,
estimation_trade,hs3,571,99.7554000000,1,,,
estimation_trade,hs3,572,99.7421000000,-1,,,
estimation_trade,hs3,573,99.7568000000,1,,,
estimation_trade,hs3,574,99.7421000000,-1,,,
estimation_trade,hs3,575,99.7568000000,1,,,
estimation_trade,hs3,576,99.7421000000,-1,,,
estimation_trade,hs3,577,99.7368000000,-1,,,
estimation_trade,hs3,578,99.7501000000,1,,,
estimation_trade,hs3,579,99.7354000000,-1,,,
estimation_trade,hs3,580,99.7501000000,1,,,
estimation_trade,hs3,581,99.7554000000,1,,,
estimation_trade,hs3,582,99.7621000000,1,,,
estimation_trade,hs3,583,99.7488000000,-1,,,
estimation_trade,hs3,584,99.7635000000,1,,,
estimation_trade,hs3,585,99.7488000000,-1,,,
estimation_trade,hs3,586,99.7635000000,1,,,
estimation_trade,hs3,587,99.7488000000,-1,,,
estimation_trade,hs3,588,99.7435000000,-1,,,
estimation_trade,hs3,589,99.7368000000,-1,,,
estimation_trade,hs3,590,99.7501000000,1,,,
estimation_trade,hs3,591,99.7354000000,-1,,,
estimation_trade,hs3,592,99.7501000000,1,,,
estimation_trade,hs3,593,99.7554000000,1,,,
estimation_trade,hs3,594,99.7621000000,1,,,
estimation_trade,hs3,595,99.7488000000,-1,,,
estimation_trade,hs3,596,99.7435000000,-1,,,
estimation_trade,hs3,597,99.7368000000,-1,,,
estimation_trade,hs3,598,99.7501000000,1,,,
estimation_trade,hs3,599,99.7354000000,-1,,,
estimation_trade,hs3,600,99.7501000000,1,,,
estimation_trade,hs3,601,99.7554000000,1,,,
estimation_trade,hs3,602,99.7621000000,1,,,
estimation_trade,hs3,603,99.7488000000,-1,,,
estimation_trade,hs3,604,99.7435000000,-1,,,
estimation_trade,hs3,605,99.7368000000,-1,,,
estimation_trade,hs3,606,99.7501000000,1,,,
estimation_trade,hs3,607,99.7554000000,1,,,
estimation_trade,hs3,608,99.7421000000,-1,,,
estimation_trade,hs3,609,99.7368000000,-1,,,
estimation_trade,hs3,610,99.7301000000,-1,,,
estimation_trade,hs3,611,99.7434000000,1,,,
estimation_trade,hs3,612,99.7287000000,-1,,,
estimation_trade,hs3,613,99.7434000000,1,,,
estimation_trade,hs3,614,99.7487000000,1,,,
estimation_trade,hs3,615,99.7354000000,-1,,,
estimation_trade,hs3,616,99.7501000000,1,,,
estimation_trade,hs3,617,99.7354000000,-1,,,
estimation_trade,hs3,618,99.7501000000,1,,,
estimation_trade,hs3,619,99.7554000000,1,,,
estimation_trade,hs3,620,99.7421000000,-1,,,
estimation_trade,hs3,621,99.7568000000,1,,,
estimation_trade,hs3,622,99.7421000000,-1,,,
estimation_trade,hs3,623,99.7368000000,-1,,,
estimation_trade,hs3,624,99.7501000000,1,,,
estimation_trade,hs3,625,99.7354000000,-1,,,
estimation_trade,hs3,626,99.7501000000,1,,,
estimation_trade,hs3,627,99.7354000000,-1,,,
estimation_trade,hs3,628,99.7301000000,-1,,,
estimation_trade,hs3,629,99.7234000000,-1,,,
estimation_trade,hs3,630,99.7167000000,-1,,,
estimation_trade,hs3,631,99.7100000000,-1,,,
estimation_trade,hs3,632,99.7033000000,-1,,,
estimation_trade,hs3,633,99.7166000000,1,,,
estimation_trade,hs3,634,99.7019000000,-1,,,
estimation_trade,hs3,635,99.6966000000,-1,,,
estimation_trade,hs3,636,99.7099000000,1,,,
estimation_trade,hs3,637,99.7152000000,1,,,
estimation_trade,hs3,638,99.7219000000,1,,,
estimation_trade,hs3,639,99.7286000000,1,,,
estimation_trade,hs3,640,99.7153000000,-1,,,
estimation_trade,hs3,641,99.7100000000,-1,,,
estimation_trade,hs3,642,99.7233000000,1,,,
estimation_trade,hs3,643,99.7286000000,1,,,
estimation_trade,hs3,644,99.7153000000,-1,,,
estimation_trade,hs3,645,99.7100000000,-1,,,
estimation_trade,hs3,646,99.7033000000,-1,,,
estimation_trade,hs3,647,99.7166000000,1,,,
estimation_trade,hs3,648,99.7219000000,1,,,
estimation_trade,hs3,649,99.7086000000,-1,,,
estimation_trade,hs3,650,99.7233000000,1,,,
estimation_trade,hs3,651,99.7086000000,-1,,,
estimation_trade,hs3,652,99.7233000000,1,,,
estimation_trade,hs3,653,99.7286000000,1,,,
estimation_trade,hs3,654,99.7153000000,-1,,,
estimation_trade,hs3,655,99.7100000000,-1,,,
estimation_trade,hs3,656,99.7033000000,-1,,,
estimation_trade,hs3,657,99.7166000000,1,,,
estimation_trade,hs3,658,99.7019000000,-1,,,
estimation_trade,hs3,659,99.7166000000,1,,,
estimation_trade,hs3,660,99.7019000000,-1,,,
estimation_trade,hs3,661,99.7166000000,1,,,
estimation_trade,hs3,662,99.7219000000,1,,,
estimation_trade,hs3,663,99.7086000000,-1,,,
estimation_trade,hs3,664,99.7233000000,1,,,
estimation_trade,hs3,665,99.7086000000,-1,,,
estimation_trade,hs3,666,99.7233000000,1,,,
estimation_trade,hs3,667,99.7086000000,-1,,,
estimation_trade,hs3,668,99.7033000000,-1,,,
estimation_trade,hs3,669,99.7166000000,1,,,
estimation_trade,hs3,670,99.7219000000,1,,,
estimation_trade,hs3,671,99.7086000000,-1,,,
estimation_trade,hs3,672,99.7033000000,-1,,,
estimation_trade,hs3,673,99.7166000000,1,,,
estimation_trade,hs3,674,99.7219000000,1,,,
estimation_trade,hs3,675,99.7086000000,-1,,,
estimation_trade,hs3,676,99.7033000000,-1,,,
estimation_trade,hs3,677,99.6966000000,-1,,,
estimation_trade,hs3,678,99.7099000000,1,,,
estimation_trade,hs3,679,99.6952000000,-1,,,
estimation_trade,hs3,680,99.7099000000,1,,,
estimation_trade,hs3,681,99.7152000000,1,,,
estimation_trade,hs3,682,99.7219000000,1,,,
estimation_trade,hs3,683,99.7286000000,1,,,
estimation_trade,hs3,684,99.7353000000,1,,,
estimation_trade,hs3,685,99.7220000000,-1,,,
estimation_trade,hs3,686,99.7167000000,-1,,,
estimation_trade,hs3,687,99.7100000000,-1,,,
estimation_trade,hs3,688,99.7233000000,1,,,
estimation_trade,hs3,689,99.7086000000,-1,,,
estimation_trade,hs3,690,99.7233000000,1,,,
estimation_trade,hs3,691,99.7086000000,-1,,,
estimation_trade,hs3,692,99.7033000000,-1,,,
estimation_trade,hs3,693,99.7166000000,1,,,
estimation_trade,hs3,694,99.7219000000,1,,,
estimation_trade,hs3,695,99.7086000000,-1,,,
estimation_trade,hs3,696,99.7033000000,-1,,,
estimation_trade,hs3,697,99.7166000000,1,,,
estimation_trade,hs3,698,99.7019000000,-1,,,
estimation_trade,hs3,699,99.6966000000,-1,,,
estimation_trade,hs3,700,99.7099000000,1,,,
estimation_trade,hs3,701,99.7152000000,1,,,
estimation_trade,hs3,702,99.7019000000,-1,,,
estimation_trade,hs3,703,99.7166000000,1,,,
estimation_trade,hs3,704,99.7019000000,-1,,,
estimation_trade,hs3,705,99.6966000000,-1,,,
estimation_trade,hs3,706,99.7099000000,1,,,
estimation_trade,hs3,707,99.6952000000,-1,,,
estimation_trade,hs3,708,99.7099000000,1,,,
estimation_trade,hs3,709,99.7152000000,1,,,
estimation_trade,hs3,710,99.7219000000,1,,,
estimation_trade,hs3,711,99.7086000000,-1,,,
estimation_trade,hs3,712,99.7233000000,1,,,
estimation_trade,hs3,713,99.7286000000,1,,,
estimation_trade,hs3,714,99.7153000000,-1,,,
estimation_trade,hs3,715,99.7100000000,-1,,,
estimation_trade,hs3,716,99.7233000000,1,,,
estimation_trade,hs3,717,99.7286000000,1,,,
estimation_trade,hs3,718,99.7153000000,-1,,,
estimation_trade,hs3,719,99.7300000000,1,,,
estimation_trade,hs3,720,99.7153000000,-1,,,
estimation_trade,hs3,721,99.7300000000,1,,,
estimation_trade,hs3,722,99.7153000000,-1,,,
estimation_trade,hs3,723,99.7300000000,1,,,
estimation_trade,hs3,724,99.7153000000,-1,,,
estimation_trade,hs3,725,99.7300000000,1,,,
estimation_trade,hs3,726,99.7353000000,1,,,
estimation_trade,hs3,727,99.7420000000,1,,,
estimation_trade,hs3,728,99.7487000000,1,,,
estimation_trade,hs3,729,99.7354000000,-1,,,
estimation_trade,hs3,730,99.7501000000,1,,,
estimation_trade,hs3,731,99.7354000000,-1,,,
estimation_trade,hs3,732,99.7301000000,-1,,,
estimation_trade,hs3,733,99.7234000000,-1,,,
estimation_trade,hs3,734,99.7367000000,1,,,
estimation_trade,hs3,735,99.7420000000,1,,,
estimation_trade,hs3,736,99.7287000000,-1,,,
estimation_trade,hs3,737,99.7434000000,1,,,
estimation_trade,hs3,738,99.7287000000,-1,,,
estimation_trade,hs3,739,99.7434000000,1,,,
estimation_trade,hs3,740,99.7287000000,-1,,,
estimation_trade,hs3,741,99.7234000000,-1,,,
estimation_trade,hs3,742,99.7367000000,1,,,
estimation_trade,hs3,743,99.7420000000,1,,,
estimation_trade,hs3,744,99.7487000000,1,,,
estimation_trade,hs3,745,99.7554000000,1,,,
estimation_trade,hs3,746,99.7421000000,-1,,,
estimation_trade,hs3,747,99.7568000000,1,,,
estimation_trade,hs3,748,99.7621000000,1,,,
estimation_trade,hs3,749,99.7688000000,1,,,
estimation_trade,hs3,750,99.7555000000,-1,,,
estimation_trade,hs3,751,99.7502000000,-1,,,
estimation_trade,hs3,752,99.7635000000,1,,,
estimation_trade,hs3,753,99.7488000000,-1,,,
estimation_trade,hs3,754,99.7635000000,1,,,
estimation_trade,hs3,755,99.7488000000,-1,,,
estimation_trade,hs3,756,99.7635000000,1,,,
estimation_trade,hs3,757,99.7488000000,-1,,,
estimation_trade,hs3,758,99.7635000000,1,,,
estimation_trade,hs3,759,99.7488000000,-1,,,
estimation_trade,hs3,760,99.7635000000,1,,,
estimation_trade,hs3,761,99.7688000000,1,,,
estimation_trade,hs3,762,99.7555000000,-1,,,
estimation_trade,hs3,763,99.7702000000,1,,,
estimation_trade,hs3,764,99.7755000000,1,,,
estimation_trade,hs3,765,99.7622000000,-1,,,
estimation_trade,hs3,766,99.7769000000,1,,,
estimation_trade,hs3,767,99.7822000000,1,,,
estimation_trade,hs3,768,99.7689000000,-1,,,
estimation_trade,hs3,769,99.7636000000,-1,,,
estimation_trade,hs3,770,99.7569000000,-1,,,
estimation_trade,hs3,771,99.7702000000,1,,,
estimation_trade,hs3,772,99.7555000000,-1,,,
estimation_trade,hs3,773,99.7702000000,1,,,
estimation_trade,hs3,774,99.7755000000,1,,,
estimation_trade,hs3,775,99.7622000000,-1,,,
estimation_trade,hs3,776,99.7769000000,1,,,
estimation_trade,hs3,777,99.7622000000,-1,,,
estimation_trade,hs3,778,99.7769000000,1,,,
estimation_trade,hs3,779,99.7622000000,-1,,,
estimation_trade,hs3,780,99.7769000000,1,,,
estimation_trade,hs3,781,99.7822000000,1,,,
estimation_trade,hs3,782,99.7689000000,-1,,,
estimation_trade,hs3,783,99.7636000000,-1,,,
estimation_trade,hs3,784,99.7769000000,1,,,
estimation_trade,hs3,785,99.7622000000,-1,,,
estimation_trade,hs3,786,99.7569000000,-1,,,
estimation_trade,hs3,787,99.7702000000,1,,,
estimation_trade,hs3,788,99.7755000000,1,,,
estimation_trade,hs3,789,99.7822000000,1,,,
estimation_trade,hs3,790,99.7689000000,-1,,,
estimation_trade,hs3,791,99.7836000000,1,,,
estimation_trade,hs3,792,99.7889000000,1,,,
estimation_trade,hs3,793,99.7756000000,-1,,,
estimation_trade,hs3,794,99.7703000000,-1,,,
estimation_trade,hs3,795,99.7636000000,-1,,,
estimation_trade,hs3,796,99.7769000000,1,,,
estimation_trade,hs3,797,99.7622000000,-1,,,
estimation_trade,hs3,798,99.7769000000,1,,,
estimation_trade,hs3,799,99.7622000000,-1,,,
estimation_trade,hs3,800,99.7769000000,1,,,
estimation_trade,hs3,801,99.7622000000,-1,,,
estimation_trade,hs3,802,99.7569000000,-1,,,
estimation_trade,hs3,803,99.7702000000,1,,,
estimation_trade,hs3,804,99.7755000000,1,,,
estimation_trade,hs3,805,99.7622000000,-1,,,
estimation_trade,hs3,806,99.7569000000,-1,,,
estimation_trade,hs3,807,99.7702000000,1,,,
estimation_trade,hs3,808,99.7555000000,-1,,,
estimation_trade,hs3,809,99.7502000000,-1,,,
estimation_trade,hs3,810,99.7435000000,-1,,,
estimation_trade,hs3,811,99.7368000000,-1,,,
estimation_trade,hs3,812,99.7501000000,1,,,
estimation_trade,hs3,813,99.7354000000,-1,,,
estimation_trade,hs3,814,99.7301000000,-1,,,
estimation_trade,hs3,815,99.7234000000,-1,,,
estimation_trade,hs3,816,99.7367000000,1,,,
estimation_trade,hs3,817,99.7220000000,-1,,,
estimation_trade,hs3,818,99.7167000000,-1,,,
estimation_trade,hs3,819,99.7100000000,-1,,,
estimation_trade,hs3,820,99.7033000000,-1,,,
estimation_trade,hs3,821,99.7166000000,1,,,
estimation_trade,hs3,822,99.7019000000,-1,,,
estimation_trade,hs3,823,99.7166000000,1,,,
estimation_trade,hs3,824,99.7019000000,-1,,,
estimation_trade,hs3,825,99.7166000000,1,,,
estimation_trade,hs3,826,99.7019000000,-1,,,
estimation_trade,hs3,827,99.6966000000,-1,,,
estimation_trade,hs3,828,99.7099000000,1,,,
estimation_trade,hs3,829,99.6952000000,-1,,,
estimation_trade,hs3,830,99.7099000000,1,,,
estimation_trade,hs3,831,99.6952000000,-1,,,
estimation_trade,hs3,832,99.6899000000,-1,,,
estimation_trade,hs3,833,99.6832000000,-1,,,
estimation_trade,hs3,834,99.6765000000,-1,,,
estimation_trade,hs3,835,99.6898000000,1,,,
estimation_trade,hs3,836,99.6751000000,-1,,,
estimation_trade,hs3,837,99.6898000000,1,,,
estimation_trade,hs3,838,99.6751000000,-1,,,
estimation_trade,hs3,839,99.6898000000,1,,,
estimation_trade,hs3,840,99.6751000000,-1,,,
estimation_trade,hs3,841,99.6898000000,1,,,
estimation_trade,hs3,842,99.6751000000,-1,,,
estimation_trade,hs3,843,99.6898000000,1,,,
estimation_trade,hs3,844,99.6951000000,1,,,
estimation_trade,hs3,845,99.7018000000,1,,,
estimation_trade,hs3,846,99.6885000000,-1,,,
estimation_trade,hs3,847,99.7032000000,1,,,
estimation_trade,hs3,848,99.6885000000,-1,,,
estimation_trade,hs3,849,99.7032000000,1,,,
estimation_trade,hs3,850,99.7085000000,1,,,
estimation_trade,hs3,851,99.7152000000,1,,,
estimation_trade,hs3,852,99.7019000000,-1,,,
estimation_trade,hs3,853,99.7166000000,1,,,
estimation_trade,hs3,854,99.7219000000,1,,,
estimation_trade,hs3,855,99.7286000000,1,,,
estimation_trade,hs3,856,99.7153000000,-1,,,
estimation_trade,hs3,857,99.7100000000,-1,,,
estimation_trade,hs3,858,99.7033000000,-1,,,
estimation_trade,hs3,859,99.6966000000,-1,,,
estimation_trade,hs3,860,99.7099000000,1,,,
estimation_trade,hs3,861,99.7152000000,1,,,
estimation_trade,hs3,862,99.7019000000,-1,,,
estimation_trade,hs3,863,99.6966000000,-1,,,
estimation_trade,hs3,864,99.6899000000,-1,,,
estimation_trade,hs3,865,99.6832000000,-1,,,
estimation_trade,hs3,866,99.6965000000,1,,,
estimation_trade,hs3,867,99.6818000000,-1,,,
estimation_trade,hs3,868,99.6965000000,1,,,
estimation_trade,hs3,869,99.6818000000,-1,,,
estimation_trade,hs3,870,99.6965000000,1,,,
estimation_trade,hs3,871,99.6818000000,-1,,,
estimation_trade,hs3,872,99.6765000000,-1,,,
estimation_trade,hs3,873,99.6698000000,-1,,,
estimation_trade,hs3,874,99.6831000000,1,,,
estimation_trade,hs3,875,99.6884000000,1,,,
estimation_trade,hs3,876,99.6751000000,-1,,,
estimation_trade,hs3,877,99.6698000000,-1,,,
estimation_trade,hs3,878,99.6631000000,-1,,,
estimation_trade,hs3,879,99.6764000000,1,,,
estimation_trade,hs3,880,99.6617000000,-1,,,
estimation_trade,hs3,881,99.6764000000,1,,,
estimation_trade,hs3,882,99.6817000000,1,,,
estimation_trade,hs3,883,99.6884000000,1,,,
estimation_trade,hs3,884,99.6951000000,1,,,
estimation_trade,hs3,885,99.7018000000,1,,,
estimation_trade,hs3,886,99.6885000000,-1,,,
estimation_trade,hs3,887,99.6832000000,-1,,,
estimation_trade,hs3,888,99.6965000000,1,,,
estimation_trade,hs3,889,99.7018000000,1,,,
estimation_trade,hs3,890,99.6885000000,-1,,,
estimation_trade,hs3,891,99.7032000000,1,,,
estimation_trade,hs3,892,99.7085000000,1,,,
estimation_trade,hs3,893,99.7152000000,1,,,
estimation_trade,hs3,894,99.7219000000,1,,,
estimation_trade,hs3,895,99.7086000000,-1,,,
estimation_trade,hs3,896,99.7033000000,-1,,,
estimation_trade,hs3,897,99.7166000000,1,,,
estimation_trade,hs3,898,99.7219000000,1,,,
estimation_trade,hs3,899,99.7086000000,-1,,,
estimation_trade,hs3,900,99.7033000000,-1,,,
estimation_trade,hs3,901,99.7166000000,1,,,
estimation_trade,hs3,902,99.7019000000,-1,,,
estimation_trade,hs3,903,99.6966000000,-1,,,
estimation_trade,hs3,904,99.6899000000,-1,,,
estimation_trade,hs3,905,99.7032000000,1,,,
estimation_trade,hs3,906,99.6885000000,-1,,,
estimation_trade,hs3,907,99.7032000000,1,,,
estimation_trade,hs3,908,99.7085000000,1,,,
estimation_trade,hs3,909,99.6952000000,-1,,,
estimation_trade,hs3,910,99.7099000000,1,,,
estimation_trade,hs3,911,99.7152000000,1,,,
estimation_trade,hs3,912,99.7019000000,-1,,,
estimation_trade,hs3,913,99.6966000000,-1,,,
estimation_trade,hs3,914,99.6899000000,-1,,,
estimation_trade,hs3,915,99.6832000000,-1,,,
estimation_trade,hs3,916,99.6765000000,-1,,,
estimation_trade,hs3,917,99.6898000000,1,,,
estimation_trade,hs3,918,99.6751000000,-1,,,
estimation_trade,hs3,919,99.6698000000,-1,,,
estimation_trade,hs3,920,99.6631000000,-1,,,
estimation_trade,hs3,921,99.6564000000,-1,,,
estimation_trade,hs3,922,99.6497000000,-1,,,
estimation_trade,hs3,923,99.6430000000,-1,,,
estimation_trade,hs3,924,99.6363000000,-1,,,
estimation_trade,hs3,925,99.6496000000,1,,,
estimation_trade,hs3,926,99.6349000000,-1,,,
estimation_trade,hs3,927,99.6496000000,1,,,
estimation_trade,hs3,928,99.6349000000,-1,,,
estimation_trade,hs3,929,99.6496000000,1,,,
estimation_trade,hs3,930,99.6349000000,-1,,,
estimation_trade,hs3,931,99.6296000000,-1,,,
estimation_trade,hs3,932,99.6429000000,1,,,
estimation_trade,hs3,933,99.6282000000,-1,,,
estimation_trade,hs3,934,99.6229000000,-1,,,
estimation_trade,hs3,935,99.6362000000,1,,,
estimation_trade,hs3,936,99.6215000000,-1,,,
estimation_trade,hs3,937,99.6362000000,1,,,
estimation_trade,hs3,938,99.6215000000,-1,,,
estimation_trade,hs3,939,99.6362000000,1,,,
estimation_trade,hs3,940,99.6215000000,-1,,,
estimation_trade,hs3,941,99.6362000000,1,,,
estimation_trade,hs3,942,99.6215000000,-1,,,
estimation_trade,hs3,943,99.6162000000,-1,,,
estimation_trade,hs3,944,99.6095000000,-1,,,
estimation_trade,hs3,945,99.6228000000,1,,,
estimation_trade,hs3,946,99.6281000000,1,,,
estimation_trade,hs3,947,99.6348000000,1,,,
estimation_trade,hs3,948,99.6415000000,1,,,
estimation_trade,hs3,949,99.6282000000,-1,,,
estimation_trade,hs3,950,99.6429000000,1,,,
estimation_trade,hs3,951,99.6482000000,1,,,
estimation_trade,hs3,952,99.6549000000,1,,,
estimation_trade,hs3,953,99.6416000000,-1,,,
estimation_trade,hs3,954,99.6563000000,1,,,
estimation_trade,hs3,955,99.6416000000,-1,,,
estimation_trade,hs3,956,99.6363000000,-1,,,
estimation_trade,hs3,957,99.6496000000,1,,,
estimation_trade,hs3,958,99.6549000000,1,,,
estimation_trade,hs3,959,99.6616000000,1,,,
estimation_trade,hs3,960,99.6483000000,-1,,,
estimation_trade,hs3,961,99.6430000000,-1,,,
estimation_trade,hs3,962,99.6563000000,1,,,
estimation_trade,hs3,963,99.6416000000,-1,,,
estimation_trade,hs3,964,99.6363000000,-1,,,
estimation_trade,hs3,965,99.6296000000,-1,,,
estimation_trade,hs3,966,99.6229000000,-1,,,
estimation_trade,hs3,967,99.6362000000,1,,,
estimation_trade,hs3,968,99.6215000000,-1,,,
estimation_trade,hs3,969,99.6162000000,-1,,,
estimation_trade,hs3,970,99.6295000000,1,,,
estimation_trade,hs3,971,99.6148000000,-1,,,
estimation_trade,hs3,972,99.6295000000,1,,,
estimation_trade,hs3,973,99.6348000000,1,,,
estimation_trade,hs3,974,99.6215000000,-1,,,
estimation_trade,hs3,975,99.6162000000,-1,,,
estimation_trade,hs3,976,99.6095000000,-1,,,
estimation_trade,hs3,977,99.6228000000,1,,,
estimation_trade,hs3,978,99.6281000000,1,,,
estimation_trade,hs3,979,99.6148000000,-1,,,
estimation_trade,hs3,980,99.6095000000,-1,,,
estimation_trade,hs3,981,99.6228000000,1,,,
estimation_trade,hs3,982,99.6081000000,-1,,,
estimation_trade,hs3,983,99.6228000000,1,,,
estimation_trade,hs3,984,99.6081000000,-1,,,
estimation_trade,hs3,985,99.6028000000,-1,,,
estimation_trade,hs3,986,99.6161000000,1,,,
estimation_trade,hs3,987,99.6014000000,-1,,,
estimation_trade,hs3,988,99.6161000000,1,,,
estimation_trade,hs3,989,99.6214000000,1,,,
estimation_trade,hs3,990,99.6081000000,-1,,,
estimation_trade,hs3,991,99.6228000000,1,,,
estimation_trade,hs3,992,99.6081000000,-1,,,
estimation_trade,hs3,993,99.6228000000,1,,,
estimation_trade,hs3,994,99.6081000000,-1,,,
estimation_trade,hs3,995,99.6028000000,-1,,,
estimation_trade,hs3,996,99.6161000000,1,,,
estimation_trade,hs3,997,99.6214000000,1,,,
estimation_trade,hs3,998,99.6281000000,1,,,
estimation_trade,hs3,999,99.6148000000,-1,,,
estimation_trade,hs3,1000,99.6295000000,1,,,
estimation_trade,hs3,1001,99.6148000000,-1,,,
estimation_trade,hs3,1002,99.6095000000,-1,,,
estimation_trade,hs3,1003,99.6228000000,1,,,
estimation_trade,hs3,1004,99.6281000000,1,,,
estimation_trade,hs3,1005,99.6148000000,-1,,,
estimation_trade,hs3,1006,99.6295000000,1,,,
estimation_trade,hs3,1007,99.6148000000,-1,,,
estimation_trade,hs3,1008,99.6095000000,-1,,,
estimation_trade,hs3,1009,99.6228000000,1,,,
estimation_trade,hs3,1010,99.6081000000,-1,,,
estimation_trade,hs3,1011,99.6028000000,-1,,,
estimation_trade,hs3,1012,99.6161000000,1,,,
estimation_trade,hs3,1013,99.6014000000,-1,,,
estimation_trade,hs3,1014,99.5961000000,-1,,,
estimation_trade,hs3,1015,99.6094000000,1,,,
estimation_trade,hs3,1016,99.5947000000,-1,,,
estimation_trade,hs3,1017,99.5894000000,-1,,,
estimation_trade,hs3,1018,99.6027000000,1,,,
estimation_trade,hs3,1019,99.6080000000,1,,,
estimation_trade,hs3,1020,99.6147000000,1,,,
estimation_trade,hs3,1021,99.6014000000,-1,,,
estimation_trade,hs3,1022,99.6161000000,1,,,
estimation_trade,hs3,1023,99.6214000000,1,,,
estimation_trade,hs3,1024,99.6081000000,-1,,,
estimation_trade,hs3,1025,99.6028000000,-1,,,
estimation_trade,hs3,1026,99.5961000000,-1,,,
estimation_trade,hs3,1027,99.6094000000,1,,,
estimation_trade,hs3,1028,99.5947000000,-1,,,
estimation_trade,hs3,1029,99.5894000000,-1,,,
estimation_trade,hs3,1030,99.5827000000,-1,,,
estimation_trade,hs3,1031,99.5760000000,-1,,,
estimation_trade,hs3,1032,99.5693000000,-1,,,
estimation_trade,hs3,1033,99.5826000000,1,,,
estimation_trade,hs3,1034,99.5679000000,-1,,,
estimation_trade,hs3,1035,99.5626000000,-1,,,
estimation_trade,hs3,1036,99.5759000000,1,,,
estimation_trade,hs3,1037,99.5612000000,-1,,,
estimation_trade,hs3,1038,99.5759000000,1,,,
estimation_trade,hs3,1039,99.5812000000,1,,,
estimation_trade,hs3,1040,99.5679000000,-1,,,
estimation_trade,hs3,1041,99.5626000000,-1,,,
estimation_trade,hs3,1042,99.5759000000,1,,,
estimation_trade,hs3,1043,99.5612000000,-1,,,
estimation_trade,hs3,1044,99.5759000000,1,,,
estimation_trade,hs3,1045,99.5612000000,-1,,,
estimation_trade,hs3,1046,99.5759000000,1,,,
estimation_trade,hs3,1047,99.5612000000,-1,,,
estimation_trade,hs3,1048,99.5759000000,1,,,
estimation_trade,hs3,1049,99.5612000000,-1,,,
estimation_trade,hs3,1050,99.5759000000,1,,,
estimation_trade,hs3,1051,99.5612000000,-1,,,
estimation_trade,hs3,1052,99.5559000000,-1,,,
estimation_trade,hs3,1053,99.5492000000,-1,,,
estimation_trade,hs3,1054,99.5425000000,-1,,,
estimation_trade,hs3,1055,99.5358000000,-1,,,
estimation_trade,hs3,1056,99.5491000000,1,,,
estimation_trade,hs3,1057,99.5344000000,-1,,,
estimation_trade,hs3,1058,99.5491000000,1,,,
estimation_trade,hs3,1059,99.5344000000,-1,,,
estimation_trade,hs3,1060,99.5291000000,-1,,,
estimation_trade,hs3,1061,99.5424000000,1,,,
estimation_trade,hs3,1062,99.5477000000,1,,,
estimation_trade,hs3,1063,99.5344000000,-1,,,
estimation_trade,hs3,1064,99.5291000000,-1,,,
estimation_trade,hs3,1065,99.5424000000,1,,,
estimation_trade,hs3,1066,99.5277000000,-1,,,
estimation_trade,hs3,1067,99.5224000000,-1,,,
estimation_trade,hs3,1068,99.5357000000,1,,,
estimation_trade,hs3,1069,99.5410000000,1,,,
estimation_trade,hs3,1070,99.5277000000,-1,,,
estimation_trade,hs3,1071,99.5424000000,1,,,
