# TYPE: validation-run
# SEGMENTS: 70d each; targets rho = 0.05,0.40,0.95,0.45,0.35,0.95,0.05,0.35,0.42
# SEED: 42031 (PCG64) — deterministic; ts_ns = NYSE calendar days
ts_ns,A,B,C,D,E
1772236800000000000,0.0004070961,-0.0053637260,-0.0023616146,-0.0145671088,-0.0116029254
1772323200000000000,-0.0228751569,-0.0137640348,-0.0080959307,-0.0176916846,-0.0232960177
1772409600000000000,0.0036272647,0.0047008350,-0.0147683674,0.0097885845,-0.0020505664
1772668800000000000,-0.0309439776,-0.0069889891,-0.0262473778,0.0030954589,-0.0244002066
1772755200000000000,-0.0119536499,-0.0242285221,-0.0246485026,-0.0032092459,-0.0175797202
1772841600000000000,0.0028810589,0.0260842255,0.0309568937,0.0356862336,0.0099243524
1772928000000000000,-0.0142991344,-0.0233245631,0.0160109226,-0.0004653195,0.0065580141
1773014400000000000,0.0002331816,0.0250312050,0.0126941112,0.0185378346,0.0029383228
1773273600000000000,-0.0021266736,-0.0215366467,0.0080920209,0.0100221929,0.0129884743
1773360000000000000,0.0146572559,-0.0119816042,-0.0068722776,-0.0086635747,-0.0020509129
1773446400000000000,0.0085481822,-0.0062613747,0.0042353604,0.0054468988,-0.0103369350
1773532800000000000,0.0102144179,0.0052627919,-0.0068907645,0.0091410530,-0.0199799283
1773619200000000000,0.0115356390,0.0057559639,0.0111748207,0.0091474885,0.0056729072
1773878400000000000,-0.0090113961,-0.0105815114,0.0092189149,0.0008094780,-0.0027604922
1773964800000000000,-0.0016022319,-0.0116610387,0.0011916364,0.0024109919,0.0240505751
1774051200000000000,0.0287968950,0.0146583919,0.0165727212,0.0115463749,0.0138055583
1774137600000000000,0.0030711902,0.0108189691,0.0046533834,0.0051109500,-0.0052365583
1774224000000000000,-0.0004043617,-0.0080749969,0.0096535389,0.0115183367,0.0023371612
1774483200000000000,-0.0213392291,-0.0150748295,-0.0186963967,0.0090043101,0.0023045189
1774569600000000000,0.0063257995,0.0087731412,0.0041741461,0.0025832503,0.0078960464
1774656000000000000,0.0119585058,-0.0018944942,-0.0017253397,-0.0098832510,0.0098195778
1774742400000000000,-0.0029557016,0.0200981603,-0.0077953054,-0.0147342689,0.0051244790
1774828800000000000,0.0113696627,-0.0138853809,-0.0193141914,-0.0029941901,0.0106234132
1775088000000000000,-0.0083020102,-0.0074191155,0.0099970457,0.0094599317,0.0076159266
1775174400000000000,0.0017492012,0.0056380059,0.0131865312,-0.0025980521,0.0129673614
1775260800000000000,-0.0065956806,-0.0201333208,-0.0065387108,-0.0260429551,-0.0368864922
1775347200000000000,0.0066144975,0.0068350496,0.0024141165,0.0220287956,0.0113420177
1775433600000000000,-0.0018039128,0.0185777042,-0.0075693416,-0.0054136815,0.0033779481
1775692800000000000,0.0156028631,0.0085019566,0.0182754967,0.0122484956,0.0228506707
1775779200000000000,-0.0040355119,0.0076107151,0.0132229013,0.0002014223,0.0066282847
1775865600000000000,0.0179477835,0.0013511395,0.0134944007,0.0054346761,-0.0025698868
1775952000000000000,0.0079344544,-0.0055363006,0.0024777461,0.0099710833,-0.0004031590
1776038400000000000,-0.0067626283,-0.0018627090,0.0125086549,-0.0035205656,-0.0044071820
1776297600000000000,0.0019265620,-0.0008563153,-0.0001730979,-0.0040002770,-0.0005285132
1776384000000000000,-0.0121002113,0.0061587781,0.0006284177,-0.0080831821,-0.0061938691
1776470400000000000,0.0046191748,-0.0167042895,-0.0329012978,-0.0062800070,-0.0204835663
1776556800000000000,0.0038867174,0.0092159443,0.0035122819,-0.0029877535,-0.0001437486
1776643200000000000,-0.0056222498,0.0158216945,0.0094352403,-0.0041054779,-0.0014156989
1776902400000000000,0.0142601020,0.0179204502,0.0416649691,0.0175841536,0.0075560307
1776988800000000000,-0.0040806862,0.0222190257,0.0284467995,0.0051380926,0.0170494387
1777075200000000000,-0.0246062596,0.0068669232,0.0003327227,0.0004616168,0.0106273922
1777161600000000000,-0.0058572484,-0.0258318553,-0.0049346122,-0.0164716027,-0.0192876452
1777248000000000000,0.0115848463,0.0067283342,-0.0059368934,-0.0163950136,-0.0029478348
1777507200000000000,0.0063985581,-0.0073769180,-0.0035305417,-0.0129516368,0.0223862043
1777593600000000000,-0.0181960731,-0.0106429842,-0.0134962927,0.0168436089,0.0068651800
1777680000000000000,-0.0137424747,-0.0111360710,-0.0085408380,-0.0238044206,-0.0024690746
1777766400000000000,-0.0150033410,-0.0092512492,-0.0231695405,-0.0062983027,0.0142038007
1777852800000000000,0.0087556365,0.0306682917,-0.0080208323,0.0240138044,0.0105760951
1778112000000000000,-0.0209992797,-0.0142528201,-0.0184937912,-0.0154026530,-0.0196928131
1778198400000000000,-0.0050825118,-0.0059849008,-0.0079837706,-0.0079450269,-0.0120082359
1778284800000000000,-0.0111466766,-0.0078340147,-0.0092064722,-0.0111634008,-0.0097317493
1778371200000000000,0.0145562093,0.0165275386,0.0159033356,0.0100169339,0.0226845478
1778457600000000000,0.0261917248,0.0232248853,0.0243962174,0.0214284213,0.0213796712
1778716800000000000,-0.0336629841,-0.0325898738,-0.0321558680,-0.0341096857,-0.0353453725
1778803200000000000,0.0262565277,0.0291785967,0.0270092137,0.0281045333,0.0251973632
1778889600000000000,-0.0121399652,-0.0144651693,-0.0142751468,-0.0181997968,-0.0133006523
1778976000000000000,0.0087215767,0.0038203647,0.0089971255,0.0075463146,0.0059738579
1779062400000000000,-0.0036057639,-0.0037023334,-0.0065339294,-0.0014937037,-0.0050345464
1779321600000000000,0.0011992014,-0.0022599582,0.0010321711,-0.0018331426,0.0030108262
1779408000000000000,-0.0037240789,-0.0067946936,-0.0065846608,-0.0048174508,-0.0072306646
1779494400000000000,0.0227920538,0.0258017093,0.0223576624,0.0253061725,0.0229145740
1779580800000000000,0.0104547051,0.0113366589,0.0116986859,0.0102367003,0.0057874643
1779667200000000000,-0.0014125767,0.0014581967,0.0004798964,0.0002059447,-0.0002665462
1779926400000000000,0.0025276234,0.0060639650,0.0095463101,0.0075510067,0.0079037358
1780012800000000000,-0.0034636908,-0.0071449061,-0.0008520447,-0.0036537017,-0.0108338861
1780099200000000000,0.0019733155,0.0010642541,0.0042034802,-0.0006295502,0.0033328804
1780185600000000000,0.0044347082,0.0093224357,0.0091079141,0.0018661265,0.0058859448
1780272000000000000,0.0117839562,0.0114351712,0.0111000540,0.0124849824,0.0103867725
1780531200000000000,0.0028143486,0.0009686052,-0.0001894873,-0.0017868901,0.0014325922
1780617600000000000,-0.0084976066,-0.0067885677,-0.0067917158,-0.0104539054,-0.0064067593
1780704000000000000,0.0021074657,0.0037421376,0.0063398975,-0.0015219826,0.0059649370
1780790400000000000,0.0046009978,0.0046054938,-0.0012032865,0.0018117887,-0.0014420067
1780876800000000000,0.0147274491,0.0131513040,0.0183025195,0.0114952213,0.0152273751
1781136000000000000,0.0100754908,0.0088213268,0.0098205157,0.0051272213,0.0053694732
1781222400000000000,0.0149368239,0.0058778459,0.0089441993,0.0102406052,0.0116400665
1781308800000000000,-0.0117123040,-0.0122259719,-0.0109215048,-0.0107128252,-0.0075518029
1781395200000000000,0.0013373029,0.0023201125,-0.0015828463,-0.0046551093,-0.0002942953
1781481600000000000,-0.0019331892,-0.0024768018,-0.0069998604,-0.0047681772,0.0026537766
1781740800000000000,0.0016335078,-0.0010648948,0.0046176185,-0.0043012710,0.0030661338
1781827200000000000,0.0004889404,0.0008792613,0.0027385958,0.0045687049,-0.0001443802
1781913600000000000,-0.0134373903,-0.0100854464,-0.0156455347,-0.0127269697,-0.0117511823
1782000000000000000,-0.0365083043,-0.0303470884,-0.0328816936,-0.0334885158,-0.0322095737
1782086400000000000,-0.0038418780,-0.0059812549,-0.0091329556,-0.0086045928,-0.0034763990
1782345600000000000,-0.0115319631,-0.0071941008,-0.0084568927,-0.0030110299,-0.0056576186
1782432000000000000,-0.0119584599,-0.0118965519,-0.0151314680,-0.0181019851,-0.0131304878
1782518400000000000,0.0068025233,0.0020179962,0.0045355016,0.0045184338,0.0097748768
1782604800000000000,0.0002186959,-0.0024513248,0.0027905150,0.0005188493,0.0025397759
1782691200000000000,-0.0076494814,-0.0031995750,-0.0035447811,-0.0011940845,-0.0040316034
1782950400000000000,-0.0104949125,-0.0119235920,-0.0059720507,-0.0131583402,-0.0123662453
1783036800000000000,-0.0033023576,-0.0092544756,-0.0108079920,-0.0111889607,-0.0062091547
1783123200000000000,0.0149396293,0.0078935472,0.0095729189,0.0126134787,0.0102078378
1783209600000000000,-0.0230517297,-0.0189821683,-0.0225530547,-0.0175007826,-0.0176563870
1783296000000000000,0.0187849146,0.0176616302,0.0181967921,0.0188419296,0.0143375771
1783555200000000000,-0.0169637258,-0.0066983204,-0.0125867759,-0.0184614456,-0.0084953238
1783641600000000000,-0.0068686224,-0.0040426354,0.0004622168,-0.0029906602,-0.0037074467
1783728000000000000,-0.0452839545,-0.0408539762,-0.0420212090,-0.0389454255,-0.0430228855
1783814400000000000,-0.0040594051,0.0002257504,0.0017864805,-0.0027320289,0.0003879594
1783900800000000000,-0.0007566865,-0.0044504074,-0.0091389651,-0.0040549162,-0.0049637896
1784160000000000000,0.0118879760,0.0110469782,0.0157999218,0.0153602327,0.0102483148
1784246400000000000,-0.0080300999,-0.0053727448,-0.0117940117,-0.0066701698,-0.0079984953
1784332800000000000,-0.0123263050,-0.0055485433,-0.0090624868,-0.0060410071,-0.0074288152
1784419200000000000,0.0201953725,0.0151970351,0.0172880676,0.0199789907,0.0145508902
1784505600000000000,-0.0048097297,-0.0056657596,-0.0079862233,-0.0022501543,-0.0025416087
1784764800000000000,-0.0230972739,-0.0208077712,-0.0226326022,-0.0188327278,-0.0177916690
1784851200000000000,0.0106392363,0.0093527343,0.0117683829,0.0094541766,0.0051158803
1784937600000000000,-0.0054366383,-0.0049137329,-0.0054600834,-0.0030223490,-0.0059784967
1785024000000000000,-0.0034119077,-0.0023248386,-0.0011171097,-0.0031485218,-0.0031068091
1785110400000000000,-0.0077976827,-0.0043089132,-0.0055782747,-0.0037574116,-0.0102793330
1785369600000000000,0.0050740203,0.0067639924,0.0057050012,0.0062948615,0.0073864983
1785456000000000000,-0.0118302665,-0.0063160250,-0.0030017334,-0.0069937989,-0.0134723027
1785542400000000000,0.0118773782,0.0097299986,0.0102028512,0.0078550053,0.0136839323
1785628800000000000,-0.0156132326,-0.0141559661,-0.0119024669,-0.0109835984,-0.0134051666
1785715200000000000,0.0146931318,0.0070855812,0.0084539706,0.0065439948,0.0086910180
1785974400000000000,-0.0180062321,-0.0152914454,-0.0175434033,-0.0194069998,-0.0132391734
1786060800000000000,0.0237173102,0.0195316378,0.0210017179,0.0224844769,0.0269704122
1786147200000000000,0.0052250760,-0.0034734837,-0.0022268863,0.0031582716,-0.0000446442
1786233600000000000,-0.0117413504,-0.0174210051,-0.0173537473,-0.0122692677,-0.0095370645
1786320000000000000,-0.0114212990,-0.0122597351,-0.0172440494,-0.0173934364,-0.0082196376
1786579200000000000,0.0028582887,0.0201212397,0.0161936700,0.0096124100,0.0070332695
1786665600000000000,-0.0142681197,-0.0103129077,-0.0154835330,-0.0099224874,-0.0201838091
1786752000000000000,-0.0064094002,-0.0246579290,-0.0040629213,0.0023108772,0.0027517200
1786838400000000000,0.0076466320,-0.0084864858,-0.0113186113,-0.0069802733,-0.0059071117
1786924800000000000,-0.0159054944,0.0188245699,-0.0201946413,-0.0297386834,-0.0028464721
1787184000000000000,-0.0111730717,0.0120014607,0.0079387403,-0.0103478388,0.0064840925
1787270400000000000,0.0157970463,-0.0045367152,-0.0048443464,0.0047604783,-0.0020421288
1787356800000000000,0.0074248806,-0.0060892916,-0.0083467607,-0.0082595946,0.0109100971
1787443200000000000,0.0001962638,0.0091752969,0.0019889789,-0.0143179900,-0.0058468887
1787529600000000000,0.0028461158,-0.0036890632,0.0088107191,0.0245178366,0.0006400954
1787788800000000000,-0.0005236131,-0.0018001465,0.0110620312,0.0115091427,-0.0240568026
1787875200000000000,0.0112039260,-0.0053895906,0.0068287772,0.0310165220,-0.0061781108
1787961600000000000,-0.0114480239,0.0046528765,0.0003963743,0.0137249581,-0.0055710047
1788048000000000000,0.0032594115,0.0152079265,-0.0088376034,0.0067142223,-0.0070347689
1788134400000000000,0.0030277559,0.0058422643,0.0105259506,0.0079614581,0.0022805558
1788393600000000000,0.0194585294,-0.0037261966,0.0017969906,0.0143072509,-0.0022752665
1788480000000000000,0.0062480672,0.0228226422,0.0186703259,0.0161469764,-0.0082968060
1788566400000000000,0.0075251925,-0.0014854231,-0.0072869818,-0.0140088007,-0.0091768008
1788652800000000000,0.0142573774,0.0046760704,0.0031253386,-0.0145910914,-0.0179476482
1788739200000000000,-0.0032024754,0.0043767940,-0.0083935244,0.0170521721,0.0084367916
1788998400000000000,-0.0053977127,-0.0191224024,0.0067905367,-0.0182084763,-0.0070862158
1789084800000000000,-0.0098858287,-0.0127454672,-0.0145500802,-0.0048502368,0.0259437778
1789171200000000000,0.0035500404,0.0055517772,0.0022504586,0.0091279795,0.0142270640
1789257600000000000,-0.0150203219,-0.0083564874,0.0023694162,0.0203178121,-0.0036525406
1789344000000000000,-0.0264500533,-0.0361573702,0.0035763295,0.0103780504,-0.0266648331
1789603200000000000,-0.0033881488,0.0021039642,0.0192022517,-0.0002502860,0.0080932603
1789689600000000000,0.0139804063,-0.0088883360,0.0049103655,0.0061356108,0.0104473355
1789776000000000000,-0.0052083587,-0.0002996317,0.0023633563,-0.0017213445,0.0186015383
1789862400000000000,0.0182744782,-0.0026271978,0.0302743763,-0.0216295724,0.0190535287
1789948800000000000,0.0294054223,0.0097705752,0.0176787048,-0.0162015853,-0.0098032500
1790208000000000000,-0.0033055399,0.0100453775,-0.0209128905,-0.0058747570,0.0135269054
1790294400000000000,-0.0001564688,0.0055196868,0.0113241863,0.0040896788,0.0030383605
1790380800000000000,-0.0082065722,0.0054590896,-0.0209652676,0.0219778513,0.0197401486
1790467200000000000,0.0214069377,-0.0195493058,0.0222692573,-0.0055964099,0.0005835868
1790553600000000000,-0.0172448801,0.0054953868,-0.0102069517,-0.0167172680,0.0013697143
1790812800000000000,0.0066096149,0.0020319926,0.0147385320,0.0004782139,-0.0242449760
1790899200000000000,0.0046035895,0.0025621873,-0.0010645126,-0.0058415876,0.0138638976
1790985600000000000,0.0158451961,0.0122509024,0.0065716376,0.0013481943,-0.0037047254
1791072000000000000,-0.0069282002,-0.0041061538,-0.0183927694,-0.0175872096,0.0079538550
1791158400000000000,0.0042342382,0.0000892316,-0.0090666740,0.0043719405,0.0006530851
1791417600000000000,-0.0182272975,-0.0067754568,-0.0236572321,-0.0272874537,-0.0130021994
1791504000000000000,-0.0166535584,0.0164323036,-0.0047360514,0.0084491414,0.0058156541
1791590400000000000,-0.0171770908,-0.0026700208,0.0091706030,0.0056087885,-0.0115792859
1791676800000000000,0.0084988541,0.0028614387,-0.0236586657,0.0009196071,-0.0137262911
1791763200000000000,-0.0046427138,0.0279416876,0.0026623052,-0.0156925825,-0.0050036618
1792022400000000000,-0.0009085096,0.0348826727,-0.0076023073,0.0112818859,0.0067475237
1792108800000000000,0.0039991149,-0.0046748879,0.0092661417,0.0132874002,0.0012430279
1792195200000000000,-0.0027902095,-0.0008710964,0.0187188870,-0.0061681269,0.0072445868
1792281600000000000,-0.0128634505,0.0006157463,0.0021959984,-0.0135181785,-0.0002679029
1792368000000000000,0.0038751787,-0.0088012547,0.0292450753,0.0119829598,-0.0161597894
1792627200000000000,-0.0084354399,0.0014129862,0.0172293723,0.0034768954,-0.0292682765
1792713600000000000,-0.0039711321,-0.0003843654,-0.0119063194,0.0061304949,0.0009291510
1792800000000000000,-0.0020137958,0.0124420274,-0.0079426132,-0.0114135676,-0.0090292245
1792886400000000000,-0.0110579351,0.0016517277,0.0051546415,-0.0031527268,0.0082549881
1792972800000000000,0.0077912972,0.0006511589,0.0002697883,0.0037489862,-0.0074013104
1793232000000000000,0.0083047406,-0.0031430889,-0.0178698588,0.0022255904,-0.0255402214
1793318400000000000,0.0046201256,0.0024206525,0.0075811953,-0.0140513900,0.0174267020
1793404800000000000,-0.0074507832,0.0033915200,0.0053436947,0.0090813545,-0.0015226825
1793491200000000000,0.0063738269,0.0173844087,-0.0022003210,-0.0259455844,-0.0140750714
1793577600000000000,0.0016496820,0.0037252209,0.0100227275,0.0000593916,-0.0069018415
1793836800000000000,-0.0056766392,-0.0132237577,-0.0388827026,-0.0141955179,-0.0111206916
1793923200000000000,-0.0026555677,0.0029739967,-0.0110255475,0.0029051038,0.0056005681
1794009600000000000,0.0002346653,0.0006153902,0.0160656297,0.0020803227,0.0031365456
1794096000000000000,0.0169408131,-0.0134942753,-0.0115347033,-0.0059037069,-0.0192726387
1794182400000000000,0.0114146564,0.0164593734,0.0147406131,0.0058802326,0.0253078646
1794441600000000000,-0.0131396161,0.0069209587,0.0071210278,0.0013862177,-0.0059765026
1794528000000000000,-0.0022222220,0.0100595908,-0.0260538561,-0.0006815863,0.0187115147
1794614400000000000,0.0015858930,0.0097129365,0.0039795936,0.0157478510,0.0141843704
1794700800000000000,-0.0219642977,-0.0188639059,0.0041857511,-0.0045398507,0.0379688706
1794787200000000000,-0.0050482205,-0.0065933969,-0.0026047366,0.0051339645,0.0126606947
1795046400000000000,0.0084650300,0.0063301460,0.0103696176,0.0002040899,-0.0109748423
1795132800000000000,-0.0124470962,-0.0038833355,-0.0043971263,0.0062796505,-0.0059262444
1795219200000000000,-0.0013470034,0.0063102427,-0.0031804285,-0.0117554220,0.0021553882
1795305600000000000,-0.0192876673,0.0010504095,-0.0026985036,0.0142851929,0.0083069125
1795392000000000000,0.0018947762,0.0030882965,0.0037451899,-0.0076045516,-0.0305108038
1795651200000000000,-0.0163183318,0.0128503986,0.0060825179,-0.0181035528,-0.0114714966
1795737600000000000,0.0020503411,0.0003815613,0.0183904543,-0.0098432272,0.0096865678
1795824000000000000,0.0010562164,0.0056402256,0.0117421850,0.0017721901,0.0096310477
1795910400000000000,-0.0039709655,-0.0097363043,-0.0067432537,0.0063265914,-0.0017319841
1795996800000000000,-0.0055859260,0.0107395078,-0.0082915135,0.0056516700,-0.0042462195
1796256000000000000,-0.0048813557,-0.0142483183,0.0033693302,-0.0094382390,-0.0082238845
1796342400000000000,0.0087295662,0.0127087660,-0.0022864825,-0.0013488993,0.0061266074
1796428800000000000,0.0031192666,0.0150939618,-0.0120450828,0.0023497491,0.0007579070
1796515200000000000,0.0061468998,-0.0124929415,0.0066031083,-0.0129857535,0.0233138928
1796601600000000000,-0.0007895753,0.0059168624,-0.0083779547,0.0163191539,0.0060839004
1796860800000000000,0.0101092903,0.0092192632,0.0180697447,0.0079870913,0.0047031019
1796947200000000000,-0.0265181234,-0.0080010240,-0.0111429270,-0.0187750434,-0.0128330427
1797033600000000000,0.0051660658,0.0125144047,-0.0041090850,-0.0017127417,0.0080926814
1797120000000000000,-0.0020255103,-0.0108577948,0.0083876942,0.0063628800,0.0106077025
1797206400000000000,0.0189547776,-0.0089987222,0.0260156409,0.0167963978,0.0045380881
1797465600000000000,0.0198910186,0.0189033829,-0.0081583934,0.0140173647,0.0113202185
1797552000000000000,-0.0054067700,-0.0096561265,0.0055935374,-0.0032265742,0.0045903774
1797638400000000000,-0.0020423254,-0.0300047620,-0.0143921737,-0.0226776465,-0.0066885720
1797724800000000000,-0.0113572551,-0.0181212512,-0.0029679884,0.0018582981,-0.0085161497
1797811200000000000,0.0015479395,0.0059734746,0.0044745791,0.0035553176,-0.0101548779
1798070400000000000,0.0115180462,0.0064548102,0.0036835118,0.0212913970,0.0278269243
1798156800000000000,0.0097971745,-0.0090143806,0.0064106708,-0.0026620907,-0.0185148707
1798243200000000000,-0.0144771247,0.0192828769,0.0280286227,0.0221922825,-0.0013862950
1798329600000000000,-0.0046451114,0.0026783435,-0.0085558064,-0.0028438617,-0.0154936499
1798416000000000000,-0.0076856793,-0.0185730924,-0.0091947909,0.0026246931,0.0060926207
1798675200000000000,0.0075748464,0.0075176846,0.0113225927,0.0140828483,0.0190849902
1798761600000000000,-0.0183991292,0.0030686725,-0.0012251255,-0.0081520938,0.0179826937
1798848000000000000,-0.0035327788,0.0047511194,-0.0036845506,-0.0059196023,0.0073789787
1798934400000000000,0.0145685396,0.0224552042,-0.0045519358,-0.0007054424,0.0192712125
1799020800000000000,0.0047532089,0.0023578592,0.0250025784,0.0006028544,0.0105818465
1799280000000000000,-0.0185292588,-0.0056560615,-0.0123249319,-0.0170839962,-0.0212085488
1799366400000000000,0.0278372978,0.0120299606,0.0090687401,0.0286189073,0.0041215416
1799452800000000000,-0.0110543469,-0.0051830105,-0.0146538056,-0.0018849201,0.0127852349
1799539200000000000,-0.0013586740,-0.0036668910,-0.0184899275,-0.0112261642,-0.0142275698
1799625600000000000,0.0038343941,-0.0001177541,0.0073911172,0.0039491684,0.0003777643
1799884800000000000,-0.0055746951,0.0214390635,0.0144937845,0.0082883374,0.0124277076
1799971200000000000,0.0108329947,0.0126544341,0.0127979928,-0.0034623578,0.0067319806
1800057600000000000,0.0078635313,0.0140421671,0.0091199437,0.0097059984,0.0082155935
1800144000000000000,-0.0048416179,0.0018484575,0.0011045533,0.0160727247,-0.0094016751
1800230400000000000,-0.0142126362,-0.0061586325,-0.0066427347,-0.0201097432,-0.0008051318
1800489600000000000,-0.0043042901,-0.0118644420,0.0126415251,-0.0176568423,-0.0104350655
1800576000000000000,0.0019274047,0.0087107126,-0.0014418039,0.0023124235,0.0231527432
1800662400000000000,-0.0127158105,0.0146284658,-0.0103779803,-0.0084280030,-0.0258894530
1800748800000000000,0.0015615360,0.0171307520,-0.0126978427,0.0088419882,0.0152981575
1800835200000000000,0.0127480895,0.0329224972,-0.0056533793,-0.0096203918,-0.0083411976
1801094400000000000,-0.0098695403,-0.0181918300,-0.0045559981,0.0011005469,0.0083078853
1801180800000000000,-0.0130678505,-0.0066633889,0.0087213605,0.0073521465,0.0101517698
1801267200000000000,0.0236397106,-0.0083385829,-0.0034239872,-0.0117881574,0.0026832278
1801353600000000000,-0.0191288347,-0.0112133441,-0.0049101153,-0.0196577540,0.0002661418
1801440000000000000,0.0087748808,0.0022126261,0.0096761442,0.0039115753,0.0079281030
1801699200000000000,-0.0073716512,0.0110921376,-0.0094419236,-0.0109905608,0.0066232688
1801785600000000000,0.0242672685,0.0075876627,0.0016004894,0.0302318679,0.0018253073
1801872000000000000,0.0141045839,-0.0155095320,0.0068677136,-0.0177928093,-0.0271576313
1801958400000000000,-0.0174142848,-0.0147964432,-0.0256317118,-0.0234853974,-0.0199259324
1802044800000000000,-0.0087946502,0.0110362614,-0.0108984486,-0.0031371674,0.0105067899
1802304000000000000,-0.0031797246,0.0030910578,-0.0231373540,-0.0144029340,-0.0128002949
1802390400000000000,0.0062183129,0.0095047145,-0.0136857022,-0.0032555993,0.0034657738
1802476800000000000,-0.0143636122,0.0012970596,0.0280253170,0.0103725106,0.0158163557
1802563200000000000,-0.0136139418,0.0125064377,0.0057925859,0.0211792594,0.0050528515
1802649600000000000,0.0150295652,0.0097869559,0.0086506765,0.0033410693,-0.0000804707
1802908800000000000,0.0044893684,-0.0102258208,-0.0053732318,-0.0137659889,-0.0170626723
1802995200000000000,-0.0030608506,-0.0056700290,-0.0307552005,-0.0015523787,-0.0069462747
1803081600000000000,-0.0183764949,-0.0115532862,0.0031136453,0.0016594717,-0.0072179148
1803168000000000000,-0.0034900482,-0.0085691471,-0.0023124442,0.0086512832,0.0164025819
1803254400000000000,0.0067512452,-0.0113444320,-0.0201171177,-0.0026717919,-0.0047432660
1803513600000000000,0.0020992178,0.0037067733,0.0140550197,0.0108584433,0.0052398402
1803600000000000000,-0.0135619626,0.0153314661,0.0003566392,-0.0061737842,-0.0013260163
1803686400000000000,-0.0084734528,0.0031565635,0.0149914826,0.0112119784,0.0084731063
1803772800000000000,-0.0182665055,0.0077542799,-0.0203848092,-0.0137537770,-0.0042382739
1803859200000000000,0.0138826244,0.0122462805,0.0146938042,-0.0011145039,0.0167764350
1804118400000000000,0.0136901792,-0.0062539245,0.0083709969,-0.0069991192,0.0007537377
1804204800000000000,0.0107313917,0.0051814611,-0.0083061948,-0.0054623425,-0.0048660290
1804291200000000000,-0.0054143275,-0.0018590120,0.0014215480,0.0092631074,-0.0014555486
1804377600000000000,-0.0220659512,-0.0134758996,-0.0034238434,-0.0130249849,-0.0208987884
1804464000000000000,-0.0008125756,-0.0116209672,0.0001818144,0.0198197578,0.0094328301
1804723200000000000,0.0162132609,0.0157673321,0.0017234025,0.0195235718,0.0134541589
1804809600000000000,-0.0020295592,-0.0190117493,-0.0111305447,0.0037973042,-0.0199671351
1804896000000000000,0.0104665312,-0.0027154035,0.0058992923,0.0080197689,0.0171293932
1804982400000000000,-0.0323769441,-0.0165775036,-0.0053902172,-0.0264193795,-0.0045991438
1805068800000000000,0.0261761584,0.0131025211,0.0080649155,0.0131851666,0.0119239224
1805328000000000000,-0.0149846161,-0.0098655880,-0.0264925679,-0.0073086903,-0.0218935238
1805414400000000000,0.0055756529,-0.0069801668,0.0045916420,0.0052494627,0.0108272185
1805500800000000000,0.0040479996,-0.0099198123,-0.0055177651,-0.0143920262,0.0103450827
1805587200000000000,-0.0081243179,0.0015166375,-0.0100825922,-0.0110093460,-0.0080382197
1805673600000000000,0.0230490559,0.0108906830,0.0014920961,-0.0010572278,-0.0030174468
1805932800000000000,-0.0004978843,0.0062164092,0.0053831416,0.0028627372,0.0045059770
1806019200000000000,-0.0187037336,-0.0107627158,-0.0142758075,-0.0352574166,0.0067552283
1806105600000000000,0.0174708891,-0.0018268589,0.0144961517,0.0116854909,-0.0038926023
1806192000000000000,-0.0086662249,0.0006073098,-0.0014003251,-0.0002730331,0.0090187111
1806278400000000000,-0.0056724028,-0.0199986362,-0.0112284314,-0.0027743204,-0.0040752812
1806537600000000000,0.0168732182,0.0109619946,0.0109191786,0.0290245174,0.0101460995
1806624000000000000,-0.0030003285,-0.0152975387,-0.0137709089,-0.0185366627,-0.0185207298
1806710400000000000,-0.0077982766,0.0039287379,-0.0058237467,-0.0083440804,0.0094092909
1806796800000000000,0.0106682497,-0.0054288407,-0.0006178153,0.0053424149,0.0020288458
1806883200000000000,0.0167464744,0.0223751379,0.0232142526,0.0224653915,-0.0002447442
1807142400000000000,-0.0066003057,-0.0165793111,0.0079923122,0.0075020309,0.0044529885
1807228800000000000,0.0059162328,0.0112613272,-0.0053057601,-0.0156584786,-0.0045868790
1807315200000000000,-0.0039809012,0.0020797811,-0.0049541478,-0.0086003999,-0.0122515085
1807401600000000000,-0.0020834822,0.0155521665,-0.0028250497,-0.0007451260,0.0096495416
1807488000000000000,0.0093387059,0.0077030442,0.0149828839,0.0057658697,-0.0129899894
1807747200000000000,-0.0114750433,0.0078275406,0.0011757164,0.0041855298,0.0004171141
1807833600000000000,0.0059826634,0.0150357455,0.0213423384,0.0132960236,0.0167673886
1807920000000000000,-0.0034578193,-0.0028261147,-0.0158780670,0.0074040290,-0.0191724386
1808006400000000000,-0.0049834333,-0.0087773974,-0.0123336746,-0.0130886137,-0.0145107027
1808092800000000000,-0.0007963390,0.0110655598,-0.0140055171,0.0048388473,0.0098698073
1808352000000000000,0.0112093367,0.0155938931,0.0138046966,0.0054405853,-0.0004866898
1808438400000000000,-0.0175719137,-0.0121158632,-0.0044594925,-0.0103024550,-0.0189170951
1808524800000000000,-0.0173858259,-0.0095506295,0.0043385418,-0.0169935816,-0.0050699856
1808611200000000000,0.0228018251,0.0206646620,0.0061383082,0.0226097513,0.0065685711
1808697600000000000,-0.0001793407,0.0085137991,-0.0065664461,0.0018193341,0.0319824334
1808956800000000000,0.0195823104,0.0040107769,0.0112248567,-0.0055744609,0.0079440193
1809043200000000000,0.0268594675,0.0060895010,0.0186643223,0.0210681102,0.0298975184
