# TYPE: validation-run
# S032 expected features for the fixture tape. Recomputed by the reference implementation; blanks = warmup (NaN).
id,rollvol,rv60,rollcor60,drawdown,volofvol,regime_score,crisis_flag,regime_flag,regime_p
d0920,,,,,,,0,0,
d0921,,,,,,,0,0,
d0922,,,,,,,0,0,
d0923,,,,,,,0,0,
d0924,,,,,,,0,0,
d0925,,,,,,,0,0,
d0926,,,,,,,0,0,
d0927,,,,,,,0,0,
d0928,,,,,,,0,0,
d0929,,,,,,,0,0,
d0930,,,,,,,0,0,
d0931,,,,,,,0,0,
d0932,,,,,,,0,0,
d0933,,,,,,,0,0,
d0934,,,,,,,0,0,
d0935,,,,,,,0,0,
d0936,,,,,,,0,0,
d0937,,,,,,,0,0,
d0938,,,,,,,0,0,
d0939,,,,,,,0,0,
d0940,,,,,,,0,0,
d0941,,,,,,,0,0,
d0942,,,,,,,0,0,
d0943,,,,,,,0,0,
d0944,,,,,,,0,0,
d0945,,,,,,,0,0,
d0946,,,,,,,0,0,
d0947,,,,,,,0,0,
d0948,,,,,,,0,0,
d0949,,,,,,,0,0,
d0950,,,,,,,0,0,
d0951,,,,,,,0,0,
d0952,,,,,,,0,0,
d0953,,,,,,,0,0,
d0954,,,,,,,0,0,
d0955,,,,,,,0,0,
d0956,,,,,,,0,0,
d0957,,,,,,,0,0,
d0958,,,,,,,0,0,
d0959,,,,,,,0,0,
d0960,,,,,,,0,0,
d0961,,,,,,,0,0,
d0962,,,,,,,0,0,
d0963,,,,,,,0,0,
d0964,,,,,,,0,0,
d0965,,,,,,,0,0,
d0966,,,,,,,0,0,
d0967,,,,,,,0,0,
d0968,,,,,,,0,0,
d0969,,,,,,,0,0,
d0970,,,,,,,0,0,
d0971,,,,,,,0,0,
d0972,,,,,,,0,0,
d0973,,,,,,,0,0,
d0974,,,,,,,0,0,
d0975,,,,,,,0,0,
d0976,,,,,,,0,0,
d0977,,,,,,,0,0,
d0978,,,,,,,0,0,
d0979,,,,,,,0,0,
d0980,,,,,,,0,0,
d0981,,,,,,,0,0,
d0982,,,,,,,0,0,
d0983,,,,,,,0,0,
d0984,,,,,,,0,0,
d0985,,,,,,,0,0,
d0986,,,,,,,0,0,
d0987,,,,,,,0,0,
d0988,,,,,,,0,0,
d0989,,,,,,,0,0,
d0990,,,,,,,0,0,
d0991,,,,,,,0,0,
d0992,,,,,,,0,0,
d0993,,,,,,,0,0,
d0994,,,,,,,0,0,
d0995,,,,,,,0,0,
d0996,,,,,,,0,0,
d0997,,,,,,,0,0,
d0998,,,,,,,0,0,
d0999,,,,,,,0,0,
d1000,,,,,,,0,0,
d1001,,,,,,,0,0,
d1002,,,,,,,0,0,
d1003,,,,,,,0,0,
d1004,,,,,,,0,0,
d1005,,,,,,,0,0,
d1006,,,,,,,0,0,
d1007,,,,,,,0,0,
d1008,,,,,,,0,0,
d1009,,,,,,,0,0,
d1010,,,,,,,0,0,
d1011,,,,,,,0,0,
d1012,,,,,,,0,0,
d1013,,,,,,,0,0,
d1014,,,,,,,0,0,
d1015,,,,,,,0,0,
d1016,,,,,,,0,0,
d1017,,,,,,,0,0,
d1018,,,,,,,0,0,
d1019,,,,,,,0,0,
d1020,,,,,,,0,0,
d1021,,,,,,,0,0,
d1022,,,,,,,0,0,
d1023,,,,,,,0,0,
d1024,,,,,,,0,0,
d1025,,,,,,,0,0,
d1026,,,,,,,0,0,
d1027,,,,,,,0,0,
d1028,,,,,,,0,0,
d1029,,,,,,,0,0,
d1030,,,,,,,0,0,
d1031,,,,,,,0,0,
d1032,,,,,,,0,0,
d1033,,,,,,,0,0,
d1034,,,,,,,0,0,
d1035,,,,,,,0,0,
d1036,,,,,,,0,0,
d1037,,,,,,,0,0,
d1038,,,,,,,0,0,
d1039,,,,,,,0,0,
d1040,,,,,,,0,0,
d1041,,,,,,,0,0,
d1042,,,,,,,0,0,
d1043,,,,,,,0,0,
d1044,,,,,,,0,0,
d1045,,,,,,,0,0,
d1046,,,,,,,0,0,
d1047,,,,,,,0,0,
d1048,,,,,,,0,0,
d1049,,,,,,,0,0,
d1050,,,,,,,0,0,
d1051,,,,,,,0,0,
d1052,,,,,,,0,0,
d1053,,,,,,,0,0,
d1054,,,,,,,0,0,
d1055,,,,,,,0,0,
d1056,,,,,,,0,0,
d1057,,,,,,,0,0,
d1058,,,,,,,0,0,
d1059,,,,,,,0,0,
d1060,,,,,,,0,0,
d1061,,,,,,,0,0,
d1062,,,,,,,0,0,
d1063,,,,,,,0,0,
d1064,,,,,,,0,0,
d1065,,,,,,,0,0,
d1066,,,,,,,0,0,
d1067,,,,,,,0,0,
d1068,,,,,,,0,0,
d1069,,,,,,,0,0,
d1070,,,,,,,0,0,
d1071,,,,,,,0,0,
d1072,,,,,,,0,0,
d1073,,,,,,,0,0,
d1074,,,,,,,0,0,
d1075,,,,,,,0,0,
d1076,,,,,,,0,0,
d1077,,,,,,,0,0,
d1078,,,,,,,0,0,
d1079,,,,,,,0,0,
d1080,,,,,,,0,0,
d1081,,,,,,,0,0,
d1082,,,,,,,0,0,
d1083,,,,,,,0,0,
d1084,,,,,,,0,0,
d1085,,,,,,,0,0,
d1086,,,,,,,0,0,
d1087,,,,,,,0,0,
d1088,,,,,,,0,0,
d1089,,,,,,,0,0,
d1090,,,,,,,0,0,
d1091,,,,,,,0,0,
d1092,,,,,,,0,0,
d1093,,,,,,,0,0,
d1094,,,,,,,0,0,
d1095,,,,,,,0,0,
d1096,,,,,,,0,0,
d1097,,,,,,,0,0,
d1098,,,,,,,0,0,
d1099,,,,,,,0,0,
d1100,,,,,,,0,0,
d1101,,,,,,,0,0,
d1102,,,,,,,0,0,
d1103,,,,,,,0,0,
d1104,,,,,,,0,0,
d1105,,,,,,,0,0,
d1106,,,,,,,0,0,
d1107,,,,,,,0,0,
d1108,,,,,,,0,0,
d1109,,,,,,,0,0,
d1110,,,,,,,0,0,
d1111,,,,,,,0,0,
d1112,,,,,,,0,0,
d1113,,,,,,,0,0,
d1114,,,,,,,0,0,
d1115,,,,,,,0,0,
d1116,,,,,,,0,0,
d1117,,,,,,,0,0,
d1118,,,,,,,0,0,
d1119,,,,,,,0,0,
d1120,,,,,,,0,0,
d1121,,,,,,,0,0,
d1122,,,,,,,0,0,
d1123,,,,,,,0,0,
d1124,,,,,,,0,0,
d1125,,,,,,,0,0,
d1126,,,,,,,0,0,
d1127,,,,,,,0,0,
d1128,,,,,,,0,0,
d1129,,,,,,,0,0,
d1130,,,,,,,0,0,
d1131,,,,,,,0,0,
d1132,,,,,,,0,0,
d1133,,,,,,,0,0,
d1134,,,,,,,0,0,
d1135,,,,,,,0,0,
d1136,,,,,,,0,0,
d1137,,,,,,,0,0,
d1138,,,,,,,0,0,
d1139,,,,,,,0,0,
d1140,,,,,,,0,0,
d1141,,,,,,,0,0,
d1142,,,,,,,0,0,
d1143,,,,,,,0,0,
d1144,,,,,,,0,0,
d1145,,,,,,,0,0,
d1146,,,,,,,0,0,
d1147,,,,,,,0,0,
d1148,,,,,,,0,0,
d1149,,,,,,,0,0,
d1150,,,,,,,0,0,
d1151,,,,,,,0,0,
d1152,,,,,,,0,0,
d1153,,,,,,,0,0,
d1154,,,,,,,0,0,
d1155,,,,,,,0,0,
d1156,,,,,,,0,0,
d1157,,,,,,,0,0,
d1158,,,,,,,0,0,
d1159,,,,,,,0,0,
d1160,,,,,,,0,0,
d1161,,,,,,,0,0,
d1162,,,,,,,0,0,
d1163,,,,,,,0,0,
d1164,,,,,,,0,0,
d1165,,,,,,,0,0,
d1166,,,,,,,0,0,
d1167,,,,,,,0,0,
d1168,,,,,,,0,0,
d1169,,,,,,,0,0,
d1170,,,,,,,0,0,
d1171,,,,,,,0,0,
d1172,,,,,,,0,0,
d1173,,,,,,,0,0,
d1174,,,,,,,0,0,
d1175,,,,,,,0,0,
d1176,,,,,,,0,0,
d1177,,,,,,,0,0,
d1178,,,,,,,0,0,
d1179,,,,,,,0,0,
d1180,,,,,,,0,0,
d1181,,,,,,,0,0,
d1182,,,,,,,0,0,
d1183,,,,,,,0,0,
d1184,,,,,,,0,0,
d1185,,,,,,,0,0,
d1186,,,,,,,0,0,
d1187,,,,,,,0,0,
d1188,,,,,,,0,0,
d1189,,,,,,,0,0,
d1190,,,,,,,0,0,
d1191,,,,,,,0,0,
d1192,,,,,,,0,0,
d1193,,,,,,,0,0,
d1194,,,,,,,0,0,
d1195,,,,,,,0,0,
d1196,,,,,,,0,0,
d1197,,,,,,,0,0,
d1198,,,,,,,0,0,
d1199,,,,,,,0,0,
d1200,,,,,,,0,0,
d1201,,,,,,,0,0,
d1202,,,,,,,0,0,
d1203,,,,,,,0,0,
d1204,,,,,,,0,0,
d1205,,,,,,,0,0,
d1206,,,,,,,0,0,
d1207,,,,,,,0,0,
d1208,,,,,,,0,0,
d1209,,,,,,,0,0,
d1210,,,,,,,0,0,
d1211,,,,,,,0,0,
d1212,,,,,,,0,0,
d1213,,,,,,,0,0,
d1214,,,,,,,0,0,
d1215,,,,,,,0,0,
d1216,,,,,,,0,0,
d1217,,,,,,,0,0,
d1218,,,,,,,0,0,
d1219,,,,,,,0,0,
d1220,,,,,,,0,0,
d1221,,,,,,,0,0,
d1222,,,,,,,0,0,
d1223,,,,,,,0,0,
d1224,,,,,,,0,0,
d1225,,,,,,,0,0,
d1226,,,,,,,0,0,
d1227,,,,,,,0,0,
d1228,,,,,,,0,0,
d1229,,,,,,,0,0,
d1230,,,,,,,0,0,
d1231,,,,,,,0,0,
d1232,,,,,,,0,0,
d1233,,,,,,,0,0,
d1234,,,,,,,0,0,
d1235,,,,,,,0,0,
d1236,,,,,,,0,0,
d1237,,,,,,,0,0,
d1238,,,,,,,0,0,
d1239,,,,,,,0,0,
d1240,,,,,,,0,0,
d1241,,,,,,,0,0,
d1242,,,,,,,0,0,
d1243,,,,,,,0,0,
d1244,,,,,,,0,0,
d1245,,,,,,,0,0,
d1246,,,,,,,0,0,
d1247,,,,,,,0,0,
d1248,,,,,,,0,0,
d1249,,,,,,,0,0,
d1250,,,,,,,0,0,
d1251,,,,,,,0,0,
d1252,,,,,,,0,0,
d1253,,,,,,,0,0,
d1254,,,,,,,0,0,
d1255,,,,,,,0,0,
d1256,,,,,,,0,0,
d1257,,,,,,,0,0,
d1258,,,,,,,0,0,
d1259,,,,,,,0,0,
d1260,,,,,,,0,0,
d1261,,,,,,,0,0,
d1262,,,,,,,0,0,
d1263,,,,,,,0,0,
d1264,,,,,,,0,0,
d1265,,,,,,,0,0,
d1266,,,,,,,0,0,
d1267,,,,,,,0,0,
d1268,,,,,,,0,0,
d1269,,,,,,,0,0,
d1270,,,,,,,0,0,
d1271,,,,,,,0,0,
d1272,,,,,,,0,0,
d1273,,,,,,,0,0,
d1274,,,,,,,0,0,
d1275,,,,,,,0,0,
d1276,,,,,,,0,0,
d1277,,,,,,,0,0,
d1278,,,,,,,0,0,
d1279,,,,,,,0,0,
d1280,,,,,,,0,0,
d1281,,,,,,,0,0,
d1282,,,,,,,0,0,
d1283,,,,,,,0,0,
d1284,,,,,,,0,0,
d1285,,,,,,,0,0,
d1286,,,,,,,0,0,
d1287,,,,,,,0,0,
d1288,,,,,,,0,0,
d1289,,,,,,,0,0,
d1290,,,,,,,0,0,
d1291,,,,,,,0,0,
d1292,,,,,,,0,0,
d1293,,,,,,,0,0,
d1294,,,,,,,0,0,
d1295,,,,,,,0,0,
d1296,,,,,,,0,0,
d1297,,,,,,,0,0,
d1298,,,,,,,0,0,
d1299,,,,,,,0,0,
d1300,,,,,,,0,0,
d1301,,,,,,,0,0,
d1302,,,,,,,0,0,
d1303,,,,,,,0,0,
d1304,,,,,,,0,0,
d1305,,,,,,,0,0,
d1306,,,,,,,0,0,
d1307,,,,,,,0,0,
d1308,,,,,,,0,0,
d1309,,,,,,,0,0,
d1310,,,,,,,0,0,
d1311,,,,,,,0,0,
d1312,,,,,,,0,0,
d1313,,,,,,,0,0,
d1314,,,,,,,0,0,
d1315,,,,,,,0,0,
d1316,,,,,,,0,0,
d1317,,,,,,,0,0,
d1318,,,,,,,0,0,
d1319,,,,,,,0,0,
d1320,,,,,,,0,0,
d1321,,,,,,,0,0,
d1322,,,,,,,0,0,
d1323,,,,,,,0,0,
d1324,,,,,,,0,0,
d1325,,,,,,,0,0,
d1326,,,,,,,0,0,
d1327,,,,,,,0,0,
d1328,,,,,,,0,0,
d1329,,,,,,,0,0,
d1330,,,,,,,0,0,
d1331,,,,,,,0,0,
d1332,,,,,,,0,0,
d1333,,,,,,,0,0,
d1334,,,,,,,0,0,
d1335,,,,,,,0,0,
d1336,,,,,,,0,0,
d1337,,,,,,,0,0,
d1338,,,,,,,0,0,
d1339,,,,,,,0,0,
d1340,,,,,,,0,0,
d1341,0.23795228889809422,0.2391037800908465,0.7001754857693838,0.0,0.00894571290749045,1.1734153675230738,1,1,0.9042311923102155
d1342,0.23745228582385422,0.23882739460860852,0.6935989457049944,0.0007708898764451537,0.00898451004071024,1.1486571572210662,1,1,0.9163044041133459
d1343,0.23207444583893908,0.23241792719189766,0.688454151978834,0.001966077462181476,0.009368734328276476,1.1127591231243155,1,1,0.9029695579275682
d1344,0.23653093545786544,0.23747455720490604,0.7100428157378397,0.0,0.009489162412521368,1.217170178475431,1,1,0.8802764521334249
d1345,0.2356168756182133,0.23592845555336492,0.7079725411157474,0.003072781529873797,0.009280489007050865,1.203474543094318,1,1,0.9358567090131634
d1346,0.23767781893925974,0.2386771436249012,0.7133113875121463,0.0,0.008892866176158209,1.2012191290677487,1,1,0.93024460832962
d1347,0.24412959610068685,0.2437781993807299,0.7540793368981491,0.02527943315626483,0.008328344403423895,1.4868869847215465,1,1,0.9292778956902078
d1348,0.24190502930456825,0.24136847654171587,0.7436447061068595,0.009887938657944349,0.007639563010672444,1.3136677615223769,1,1,0.9884631359379432
d1349,0.24442312283518666,0.2436542054129211,0.7480934044633698,0.03179246925813363,0.006566920245596669,1.398931992377822,1,1,0.9648956776308167
d1350,0.2384501745489922,0.23730118997234087,0.7402951656450708,0.021591091358922492,0.00511173678120477,1.204084357089602,1,1,0.9796341461765194
d1351,0.24156375079881487,0.240901432855686,0.7526366378029685,0.001569865979275327,0.004476910315519165,1.133000404527674,1,1,0.9305038792542412
d1352,0.23988639599508105,0.2393684732577841,0.7480830480822094,0.020194030599663865,0.003931472125297597,1.1673679985604395,1,1,0.8935857158961957
d1353,0.22533451474561664,0.22614629641580308,0.7672107241514398,0.028317233914483694,0.0045034086171914685,1.2115045686823742,1,1,0.9132097204477828
d1354,0.22547613473613326,0.22634112771720277,0.7657687785778662,0.020174481470878768,0.004941509487495313,1.176029661679965,1,1,0.9335879820262721
d1355,0.2185484669379596,0.21857687158198352,0.7390889695871657,0.01688890655301907,0.006434809461032354,1.0726491371960167,1,1,0.9176109489137447
d1356,0.21719635578051177,0.21622320716686189,0.7357364058886422,0.0307567223805731,0.007660906646074782,1.1684823000240996,1,1,0.8496415641146217
d1357,0.2169121087559452,0.21552432143978248,0.7338314375003532,0.03917109563067379,0.008645141006925233,1.2388917499933403,1,1,0.913787631756507
d1358,0.21432933896046444,0.2130815516086876,0.7284536778352818,0.05491784838863548,0.00968795664372096,1.3243059397585903,1,1,0.9439013745398734
d1359,0.21077149990917252,0.2100305389193244,0.7218933120340248,0.052195282452084324,0.010814482672886948,1.3104482244488878,1,1,0.9671854553133116
d1360,0.21028785296733338,0.2092450149252994,0.7429755644703837,0.055379045972575196,0.011740265895728816,1.4373322206289278,1,1,0.9641728498070644
d1361,0.21016196367191145,0.20916819125012498,0.7390732057866211,0.05605907579356217,0.012415298699170902,1.4472750818339624,1,1,0.9840991770679606
d1362,0.20955741907920003,0.2090631342458355,0.7510556690062338,0.04728625017473264,0.012963051677842658,1.460833095841038,1,1,0.9850887364613533
d1363,0.20954466020458615,0.2090759870702727,0.7473066368140209,0.04617138336164595,0.013515568242397457,1.4556136949221796,1,1,0.9863409746562768
d1364,0.2120526061944361,0.21222375830518145,0.7526234515595202,0.028844080410793508,0.013658885131635275,1.403567746682759,1,1,0.9858716751369024
d1365,0.21764185069181805,0.21913104217114582,0.7689477643801165,0.0016210868912173433,0.013527522890118219,1.3507061364057102,1,1,0.9802324077902094
d1366,0.21725334146153247,0.21865056811271139,0.7683755353698547,0.0,0.013231561175149703,1.315468465410934,1,1,0.9722612347667154
d1367,0.21020771795379212,0.21027089916230615,0.7324758725950123,0.006749724698066615,0.01257496385551608,1.1308161514011006,1,1,0.9652938103119655
d1368,0.20889765838434704,0.20819271882178308,0.7372706332209202,0.01549250721309844,0.01191507092316712,1.1479855038709226,1,1,0.8922147761429408
d1369,0.20992765797527949,0.21002184542990684,0.722028232473241,0.0,0.01060707505468506,0.9562441683840351,1,1,0.9025826326797359
d1370,0.2051141234560851,0.20612853167873965,0.7056962825297753,0.0,0.009849663801927654,0.8634269730139176,0,1,0.7246766728476844
d1371,0.20454972142936767,0.2058146627360871,0.703591908670644,0.00012450377608068212,0.008245829188441363,0.7926836340831952,0,1,0.5886972482593928
d1372,0.20642150264600248,0.20682291550414547,0.710293639216588,0.012504763860456564,0.0059333920357529666,0.7482967158634102,0,0,0.4735908987952015
d1373,0.2111186470368493,0.21084315873223966,0.7104729689485787,0.0322634639091429,0.005183259949300919,0.8405123931007149,0,0,0.40201790525656655
d1374,0.2209621754057513,0.21973725137168365,0.703851913625654,0.06109946045605093,0.004650117127985327,1.0310005012314625,1,1,0.551859028016168
d1375,0.21366609215219456,0.21210227511523344,0.7034801643356238,0.05882497241221001,0.0044144556901895456,0.9629226623915108,1,1,0.8112932924319762
d1376,0.21393152826108813,0.21233313032412968,0.6958938531947314,0.06410330284451117,0.004263296605465325,0.996752859629404,1,1,0.7333357196905188
d1377,0.21292013818050642,0.21117481855345782,0.7044761409339408,0.07026723985882162,0.0040948521605386375,0.9965232625580396,1,1,0.7744575476384411
d1378,0.21237915731295245,0.21067134491639378,0.7041103928070797,0.07184720809180638,0.0040460049668792014,0.9985404031208516,1,1,0.7741942171611119
d1379,0.2120021969208792,0.21030679895395557,0.6977420598137434,0.08419230854093654,0.00404580829273517,1.0686651284043631,1,1,0.7765002761954193
d1380,0.2121179869407891,0.21034301140010758,0.6975835170895742,0.09382008840941876,0.004039309807518424,1.1157161044272574,1,1,0.846270422272728
d1381,0.2099660772613308,0.20837237561771632,0.6870063213854636,0.08290953107070556,0.004043015398030812,1.0662421282252084,1,1,0.8823067956532835
d1382,0.21035990745026145,0.2086664205493494,0.681586664010045,0.0892237695317476,0.004026549058985033,1.107072066037237,1,1,0.8441900631726644
d1383,0.21171245367576322,0.2099633872460065,0.6776005900716837,0.10002429294707253,0.003998758713569127,1.1730825865194003,1,1,0.8762864502065081
d1384,0.22140818832719517,0.2195804800088028,0.7086168864934452,0.12873516930711573,0.004555538369397806,1.3397302397257926,1,1,0.9161367457962996
d1385,0.22132456385038565,0.22017604096072987,0.7166682284004084,0.15240287042336537,0.004854745245262227,1.4554464180600384,1,1,0.9702508578113976
d1386,0.22070582468321126,0.21994246490329938,0.7095727769210826,0.15848584638269908,0.005095124827915232,1.5009000814869393,1,1,0.9858563745561315
d1387,0.22105792240350847,0.22062119234562252,0.7119735407500589,0.16595873681980214,0.005407964546116475,1.544751480115324,1,1,0.9894662109126336
d1388,0.21586246026911096,0.21609286385562754,0.6988727981743394,0.1621814194909153,0.0053520090933885985,1.5138859995245957,1,1,0.9920798391007507
d1389,0.21399429097715558,0.21349858588199297,0.6908321320292462,0.15728400908694304,0.005291030735953669,1.4829600722494938,1,1,0.9903184963013038
d1390,0.2143386296290084,0.2142241273657582,0.6976510464208012,0.1649914271051854,0.004902083851713847,1.486667873400328,1,1,0.988165485362463
d1391,0.21490222313740961,0.21427592931410153,0.6930909346246028,0.15790369455692208,0.0043643168908853785,1.4324616303698061,1,1,0.9884467244683547
d1392,0.21407109901864182,0.21322844862045925,0.6875699231861091,0.15944912420050128,0.003927050513560208,1.418521494234873,1,1,0.9835911284496701
d1393,0.21434448686092253,0.21365795123361203,0.687549519021954,0.16499786490103152,0.0038268021562722744,1.4355239708894585,1,1,0.9820472016825502
d1394,0.21638943367535182,0.21504505517616687,0.6580094692505182,0.150872325916214,0.00358732014803665,1.4169863279074237,1,1,0.9839123914439515
d1395,0.21547243519913192,0.21434027128637098,0.6540190173937805,0.15244837306670483,0.0035780689271343864,1.4203555881119732,1,1,0.9818686926944014
d1396,0.21454565024641706,0.21363774882399578,0.6442513277700607,0.15325989512902233,0.003571379621505525,1.4301344592401353,1,1,0.982258208893454
d1397,0.22090637736284569,0.22073757939627353,0.6685698854064672,0.1759592885062534,0.0037683619959278476,1.530925791977406,1,1,0.9833427795576187
d1398,0.2207708619133897,0.220915162943589,0.664430273132528,0.1805537355740937,0.0038806297684068443,1.5565289200158448,1,1,0.9913340366754918
d1399,0.21730702969420718,0.2181899569008454,0.6512026449521674,0.18105144705215936,0.0037866314639025643,1.5520059357263747,1,1,0.9926646822092435
d1400,0.22257930466283246,0.22492090220720296,0.6644119374990524,0.203256249886794,0.0039306385825938804,1.6595563540935034,1,1,0.9924453299471329
d1401,0.21975664661433703,0.22344197145859007,0.6451134600795686,0.20967471962144013,0.003661265099437152,1.6882542277663495,1,1,0.9962561992113164
d1402,0.22061405648512367,0.2250011524421912,0.6577518607035299,0.2198244335101929,0.003375997254188576,1.6913839974947438,1,1,0.996896940731576
d1403,0.22560002036674026,0.2286057382547318,0.6633262273225131,0.2042492875436609,0.0035255077662461032,1.632021110266254,1,1,0.9969598415681326
d1404,0.2193170525003072,0.22348207319052607,0.6249660802672599,0.19760378666786832,0.0034587773392048466,1.6272844814831053,1,1,0.9955179298597163
d1405,0.21987646349662315,0.22450577423536622,0.626773840596259,0.20629705435711174,0.00340450347210549,1.6516096045182673,1,1,0.9953770551060932
d1406,0.21731094944695772,0.2225288162071965,0.6216962581619955,0.19828068224596596,0.0033530678316606843,1.5986143585900903,1,1,0.9960565393893083
d1407,0.2125101180280712,0.21625749835556848,0.5999121230081588,0.1977704656583976,0.003478603531270946,1.5966813920524519,1,1,0.9944252420455568
d1408,0.21436194532585917,0.21778937632247922,0.6210833703018601,0.18148728408999623,0.003532083805403208,1.486357329403332,1,1,0.9943544672376832
d1409,0.21396015154512316,0.21733906713138498,0.6125920428237207,0.19874004076842555,0.003533848786673634,1.5604428184270347,1,1,0.988423425147535
d1410,0.2145444548022103,0.21778929451347076,0.6031061793359639,0.18865329763204786,0.0035246085710436983,1.5253625847794463,1,1,0.9928493856132474
d1411,0.2110567608127315,0.21496274153392492,0.5830467904549635,0.1797507871172395,0.003767810590115475,1.5052323156388396,1,1,0.9910146591118447
d1412,0.210979496542375,0.21312657174844224,0.5694015644238698,0.1690691597252168,0.003964040552309069,1.476830317957721,1,1,0.9897584883472186
d1413,0.2337944616214987,0.23764116309567673,0.6458246689588248,0.21114569625407734,0.005382034761849458,1.691935077289776,1,1,0.987685633573082
d1414,0.23379709925433337,0.2376429939657822,0.6263541733529098,0.20452518857272478,0.006404291699476443,1.7329789001898714,1,1,0.9969707845896356
d1415,0.24396226663862808,0.24603502475628244,0.6438383758059829,0.17925989871127013,0.008435656923682394,1.7280860022392552,1,1,0.9976844853560225
d1416,0.24532831348262424,0.24610507775957083,0.6432345515939898,0.1672787058203591,0.009982079357268036,1.742768726227995,1,1,0.997609098517829
d1417,0.24809007504901584,0.24933557331456704,0.6738071785973602,0.18489326778604387,0.011562812116372917,1.8335198571505085,1,1,0.9978282756602913
d1418,0.24648381059356353,0.24703813728612098,0.6659033625385887,0.18388166696749475,0.012648172702364234,1.871329761482017,1,1,0.9988017525265424
d1419,0.2464882352917045,0.2470405782162367,0.665842930895252,0.181490113845876,0.013426456664598468,1.8862984638189346,1,1,0.9990648406591691
d1420,0.24656166640522653,0.2471906876390191,0.6620375429891119,0.185884982193008,0.014154153204484099,1.9321981055721305,1,1,0.9991522729006449
d1421,0.2505864191458251,0.25041769795637925,0.6565232168254859,0.16979871620915807,0.014954744931369796,1.9227133704222243,1,1,0.9993726395243137
d1422,0.2526089073844858,0.252159735527043,0.6393820227669194,0.15544015815610068,0.015728615867700437,1.9305396276070852,1,1,0.9993323706377512
d1423,0.25255545547159636,0.2522535487464692,0.6409766741874559,0.15843683107059445,0.01643807923353075,1.9580263642368678,1,1,0.9993657775912879
d1424,0.25980303054251197,0.2589391379401328,0.662116085784233,0.12956525147938655,0.017301933071936556,1.8682755047211543,1,1,0.9994704128344981
d1425,0.25452195281875334,0.25414455762228216,0.6272428386771471,0.11785544600047299,0.017573817323665954,1.859023009890105,1,1,0.9990459230529641
d1426,0.25630277630763393,0.25699873221758707,0.6309847662381647,0.13639111912767737,0.017616597398049782,1.9261844330767561,1,1,0.9989862491174637
d1427,0.25646128363693793,0.25722551243362246,0.6459964308765165,0.14377005900507966,0.01707950378369336,1.8931788386754533,1,1,0.9993473988044882
d1428,0.25882022216974,0.2586464563867995,0.6437513222335026,0.13005031533748226,0.01650359624470772,1.818645292864501,1,1,0.9991896732975778
d1429,0.2593020428986851,0.26062063005448777,0.6489310168601197,0.14970633808493114,0.015560188970512362,1.8426551038082633,1,1,0.9986790317577969
d1430,0.2696736808066804,0.26957031789527697,0.6753042119977589,0.12049988818971627,0.014918238229762171,1.7633199466808838,1,1,0.9988714073087255
d1431,0.27310866250193644,0.27236579090400975,0.6648186002969195,0.09239843978812198,0.013461950295050137,1.5665576690170868,1,1,0.9981017934042292
d1432,0.27277458925402676,0.271973995466935,0.6437387823481804,0.08328450802163156,0.010889801256627354,1.442853196616995,1,1,0.9931287545807782
d1433,0.2714951953813086,0.2705735956383409,0.6439165916488742,0.07152730334743738,0.010641170782282142,1.3714326596057316,1,1,0.9846563686809168
d1434,0.26519200426845185,0.26380495991833325,0.6397362030446497,0.07831814639950964,0.009625865496012683,1.320819991701543,1,1,0.9757035895664727
d1435,0.2656570980460979,0.26416799075825664,0.6405086378940672,0.06644508644302705,0.009356537898893872,1.2574813505587465,1,1,0.9664514919497508
d1436,0.2693298359966059,0.2673757087886883,0.6491121392902354,0.04039052800013422,0.009239461571799367,1.147352426347169,1,1,0.9500229136312107
d1437,0.2700365071722888,0.2681455594071474,0.6535890070686589,0.05013656458267678,0.009204865424272806,1.1736025546637516,1,1,0.9022166706614216
d1438,0.2710184418161949,0.26896963122456513,0.6566227864403458,0.028623462481804286,0.008955945258220967,1.0753191818200991,1,1,0.9163985769295246
d1439,0.27421052205180274,0.2719178911031805,0.6730860873092273,0.005383879626561041,0.00871508030849711,1.0501859542729635,1,1,0.8518666530313633
d1440,0.2757966198109966,0.27356621256294916,0.6608375273139381,0.0,0.008344793639517855,0.9748412153385901,1,1,0.8298207694285581
d1441,0.2751242704378711,0.2728729043560799,0.6619328432198163,0.0,0.008074076234046587,0.9616982725494787,1,1,0.7483514822633032
d1442,0.27570222282243156,0.27342739078731637,0.6674748992705148,0.010888149483961518,0.007827741649250127,1.0149956998990894,1,1,0.7317612675103867
d1443,0.27792631713185206,0.27560703269192327,0.6700039069510331,0.031123040913789392,0.007525476213896778,1.099650894281046,1,1,0.7946832369854225
d1444,0.2698281926226985,0.2677213763267767,0.6435654306519041,0.03650710730060248,0.007308654010095162,1.0248058569858947,1,1,0.8709085668180336
d1445,0.2711898781672668,0.2700702147958335,0.6405698604593513,0.004633431727894686,0.006592397036043721,0.8794209092290194,0,1,0.8049897881926933
d1446,0.2710917034532165,0.2704279024606301,0.6396794740316937,0.0,0.005891593880216133,0.8282979058729291,0,1,0.6138576977723611
d1447,0.278600481035035,0.2793098028876686,0.643266753017913,0.0,0.005328827407334177,0.8353290824884856,0,1,0.5319603978680887
d1448,0.28275662419663355,0.2824836774360195,0.6552740212057817,0.020873088594627182,0.005184088529754527,0.9376942768359937,1,1,0.5434314214114934
